MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 11300/40000
Iteration 11400/40000
Iteration 11500/40000
Iteration 11600/40000
Iteration 11700/40000
Iteration 11800/40000
Iteration 11900/40000
Iteration 12000/40000
Iteration 12100/40000
Iteration 12200/40000
Iteration 12300/40000
Iteration 12400/40000
Iteration 12500/40000
Iteration 12600/40000
Iteration 12700/40000
Iteration 12800/40000
Iteration 12900/40000
Iteration 13000/40000
Iteration 13100/40000
Iteration 13200/40000
Iteration 13300/40000
Iteration 13400/40000
Iteration 13500/40000
Iteration 13600/40000
Iteration 13700/40000
Iteration 13800/40000
Iteration 13900/40000
Iteration 14000/40000
Iteration 14100/40000
Iteration 14200/40000
Iteration 14300/40000
Iteration 14400/40000
Iteration 14500/40000
Iteration 14600/40000
Iteration 14700/40000
Iteration 14800/40000
Iteration 14900/40000
Iteration 15000/40000
Iteration 15100/40000
Iteration 15200/40000
Iteration 15300/40000
Iteration 15400/40000
Iteration 15500/40000
Iteration 15600/40000
Iteration 15700/40000
Iteration 15800/40000
Iteration 15900/40000
Iteration 16000/40000
Iteration 16100/40000
Iteration 16200/40000
Iteration 16300/40000
Iteration 16400/40000
Iteration 16500/40000
Iteration 16600/40000
Iteration 16700/40000
Iteration 16800/40000
Iteration 16900/40000
Iteration 17000/40000
Iteration 17100/40000
Iteration 17200/40000
Iteration 17300/40000
Iteration 17400/40000
Iteration 17500/40000
Iteration 17600/40000
Iteration 17700/40000
Iteration 17800/40000
Iteration 17900/40000
Iteration 18000/40000
Iteration 18100/40000
Iteration 18200/40000
Iteration 18300/40000
Iteration 18400/40000
Iteration 18500/40000
Iteration 18600/40000
Iteration 18700/40000
Iteration 18800/40000
Iteration 18900/40000
Iteration 19000/40000
Iteration 19100/40000
Iteration 19200/40000
Iteration 19300/40000
Iteration 19400/40000
Iteration 19500/40000
Iteration 19600/40000
Iteration 19700/40000
Iteration 19800/40000
Iteration 19900/40000
Iteration 20000/40000
Iteration 20100/40000
Iteration 20200/40000
Iteration 20300/40000
Iteration 20400/40000
Iteration 20500/40000
Iteration 20600/40000
Iteration 20700/40000
Iteration 20800/40000
Iteration 20900/40000
Iteration 21000/40000
Iteration 21100/40000
Iteration 21200/40000
Iteration 21300/40000
Iteration 21400/40000
Iteration 21500/40000
Iteration 21600/40000
Iteration 21700/40000
Iteration 21800/40000
Iteration 21900/40000
Iteration 22000/40000
Iteration 22100/40000
Iteration 22200/40000
Iteration 22300/40000
Iteration 22400/40000
Iteration 22500/40000
Iteration 22600/40000
Iteration 22700/40000
Iteration 22800/40000
Iteration 22900/40000
Iteration 23000/40000
Iteration 23100/40000
Iteration 23200/40000
Iteration 23300/40000
Iteration 23400/40000
Iteration 23500/40000
Iteration 23600/40000
Iteration 23700/40000
Iteration 23800/40000
Iteration 23900/40000
Iteration 24000/40000
Iteration 24100/40000
Iteration 24200/40000
Iteration 24300/40000
Iteration 24400/40000
Iteration 24500/40000
Iteration 24600/40000
Iteration 24700/40000
Iteration 24800/40000
Iteration 24900/40000
Iteration 25000/40000
Iteration 25100/40000
Iteration 25200/40000
Iteration 25300/40000
Iteration 25400/40000
Iteration 25500/40000
Iteration 25600/40000
Iteration 25700/40000
Iteration 25800/40000
Iteration 25900/40000
Iteration 26000/40000
Iteration 26100/40000
Iteration 26200/40000
Iteration 26300/40000
Iteration 26400/40000
Iteration 26500/40000
Iteration 26600/40000
Iteration 26700/40000
Iteration 26800/40000
Iteration 26900/40000
Iteration 27000/40000
Iteration 27100/40000
Iteration 27200/40000
Iteration 27300/40000
Iteration 27400/40000
Iteration 27500/40000
Iteration 27600/40000
Iteration 27700/40000
Iteration 27800/40000
Iteration 27900/40000
Iteration 28000/40000
Iteration 28100/40000
Iteration 28200/40000
Iteration 28300/40000
Iteration 28400/40000
Iteration 28500/40000
Iteration 28600/40000
Iteration 28700/40000
Iteration 28800/40000
Iteration 28900/40000
Iteration 29000/40000
Iteration 29100/40000
Iteration 29200/40000
Iteration 29300/40000
Iteration 29400/40000
Iteration 29500/40000
Iteration 29600/40000
Iteration 29700/40000
Iteration 29800/40000
Iteration 29900/40000
Iteration 30000/40000
Iteration 30100/40000
Iteration 30200/40000
Iteration 30300/40000
Iteration 30400/40000
Iteration 30500/40000
Iteration 30600/40000
Iteration 30700/40000
Iteration 30800/40000
Iteration 30900/40000
Iteration 31000/40000
Iteration 31100/40000
Iteration 31200/40000
Iteration 31300/40000
Iteration 31400/40000
Iteration 31500/40000
Iteration 31600/40000
Iteration 31700/40000
Iteration 31800/40000
Iteration 31900/40000
Iteration 32000/40000
Iteration 32100/40000
Iteration 32200/40000
Iteration 32300/40000
Iteration 32400/40000
Iteration 32500/40000
Iteration 32600/40000
Iteration 32700/40000
Iteration 32800/40000
Iteration 32900/40000
Iteration 33000/40000
Iteration 33100/40000
Iteration 33200/40000
Iteration 33300/40000
Iteration 33400/40000
Iteration 33500/40000
Iteration 33600/40000
Iteration 33700/40000
Iteration 33800/40000
Iteration 33900/40000
Iteration 34000/40000
Iteration 34100/40000
Iteration 34200/40000
Iteration 34300/40000
Iteration 34400/40000
Iteration 34500/40000
Iteration 34600/40000
Iteration 34700/40000
Iteration 34800/40000
Iteration 34900/40000
Iteration 35000/40000
Iteration 35100/40000
Iteration 35200/40000
Iteration 35300/40000
Iteration 35400/40000
Iteration 35500/40000
Iteration 35600/40000
Iteration 35700/40000
Iteration 35800/40000
Iteration 35900/40000
Iteration 36000/40000
Iteration 36100/40000
Iteration 36200/40000
Iteration 36300/40000
Iteration 36400/40000
Iteration 36500/40000
Iteration 36600/40000
Iteration 36700/40000
Iteration 36800/40000
Iteration 36900/40000
Iteration 37000/40000
Iteration 37100/40000
Iteration 37200/40000
Iteration 37300/40000
Iteration 37400/40000
Iteration 37500/40000
Iteration 37600/40000
Iteration 37700/40000
Iteration 37800/40000
Iteration 37900/40000
Iteration 38000/40000
Iteration 38100/40000
Iteration 38200/40000
Iteration 38300/40000
Iteration 38400/40000
Iteration 38500/40000
Iteration 38600/40000
Iteration 38700/40000
Iteration 38800/40000
Iteration 38900/40000
Iteration 39000/40000
Iteration 39100/40000
Iteration 39200/40000
Iteration 39300/40000
Iteration 39400/40000
Iteration 39500/40000
Iteration 39600/40000
Iteration 39700/40000
Iteration 39800/40000
Iteration 39900/40000
==== Results ====
Height            400
Width             600
MPI ranks         1
OMP threads       26
Iterations        40000
Elapsed time (s)  404.968213
    Collision     201.532020
    Exchange      2.116049
    Streaming     200.824182
